date,act_symbol,expiration,strike,call_put,bid,ask,vol,delta,gamma,theta,vega,rho
2019-02-16,EFX,2019-04-18,125.00,Put,14.50,18.20,0.2574,-0.9097,0.0182,-0.0112,0.0761,-0.0744
2019-02-09,AAPL,2019-03-29,195.00,Call,0.34,0.39,0.2265,0.0616,0.0086,-0.0183,0.0759,0.0136
2019-02-16,EIX,2019-03-15,52.50,Call,8.20,8.90,0.4556,0.8856,0.0254,-0.0295,0.0324,0.0345
2019-02-09,AAPL,2019-03-29,195.00,Put,24.40,24.70,0.2265,-0.9660,0.0101,-0.0070,0.0506,-0.0445
2019-02-16,EIX,2019-03-15,52.50,Put,0.15,0.45,0.4556,-0.1142,0.0254,-0.0260,0.0323,-0.0053
2019-02-09,ABBV,2019-02-22,70.00,Call,9.35,10.10,0.3255,0.9811,0.0091,-0.0131,0.0072,0.0262
2019-02-16,EIX,2019-03-15,55.00,Call,5.90,6.50,0.3832,0.8340,0.0388,-0.0316,0.0417,0.0339
2019-02-16,EIX,2019-03-15,55.00,Put,0.30,0.65,0.3832,-0.1660,0.0391,-0.0280,0.0436,-0.0075
2019-02-09,ABBV,2019-02-22,70.00,Put,0.03,0.07,0.3178,-0.0167,0.0084,-0.0073,0.0065,-0.0005
2019-02-09,ABBV,2019-02-22,71.50,Call,8.05,8.60,0.3255,0.9595,0.0171,-0.0206,0.0136,0.0261
2019-02-16,EIX,2019-03-15,57.50,Call,3.20,4.40,0.2832,0.7620,0.0653,-0.0292,0.0518,0.0324
2019-02-09,ABBV,2019-02-22,71.50,Put,0.06,0.09,0.3178,-0.0371,0.0163,-0.0141,0.0126,-0.0012
2019-02-16,EIX,2019-03-15,57.50,Put,0.75,0.90,0.3084,-0.2549,0.0626,-0.0288,0.0552,-0.0112
2019-02-09,ABBV,2019-02-22,74.00,Call,5.40,6.10,0.1625,0.9910,0.0096,-0.0073,0.0038,0.0281
2019-02-16,EIX,2019-03-15,60.00,Call,2.05,2.40,0.2862,0.5670,0.0821,-0.0359,0.0658,0.0246
2019-02-09,ABBV,2019-02-22,74.00,Put,0.14,0.17,0.2750,-0.0783,0.0341,-0.0220,0.0228,-0.0025
2019-02-09,ABBV,2019-02-22,76.50,Call,3.50,3.70,0.2343,0.8236,0.0709,-0.0382,0.0404,0.0238
2019-02-16,EIX,2019-03-15,60.00,Put,1.40,1.60,0.2685,-0.4329,0.0885,-0.0301,0.0656,-0.0181
2019-02-09,ABBV,2019-02-22,76.50,Put,0.36,0.40,0.2400,-0.1821,0.0710,-0.0345,0.0418,-0.0053
2019-02-16,EIX,2019-03-15,62.50,Call,0.75,1.10,0.2511,0.3425,0.0874,-0.0290,0.0615,0.0152
2019-02-09,ABBV,2019-02-22,78.00,Call,2.39,2.48,0.2260,0.6995,0.0987,-0.0476,0.0543,0.0204
2019-02-16,EIX,2019-03-15,62.50,Put,2.60,2.90,0.2394,-0.6718,0.0927,-0.0237,0.0615,-0.0248
2019-02-09,ABBV,2019-02-22,78.00,Put,0.66,0.72,0.2257,-0.3012,0.0996,-0.0424,0.0551,-0.0085
2019-02-09,ABBV,2019-02-22,79.50,Call,1.40,1.49,0.2121,0.5381,0.1201,-0.0498,0.0619,0.0159
2019-02-16,EIX,2019-03-15,65.00,Call,0.20,0.40,0.2511,0.1660,0.0593,-0.0194,0.0417,0.0074
2019-02-09,ABBV,2019-02-22,79.50,Put,1.18,1.25,0.2140,-0.4642,0.1203,-0.0452,0.0620,-0.0125
2019-02-16,EIX,2019-03-15,65.00,Put,4.40,5.10,0.2394,-0.8570,0.0615,-0.0138,0.0390,-0.0244
2019-02-16,EIX,2019-03-15,70.00,Call,0.00,0.30,0.2511,0.0208,0.0119,-0.0039,0.0084,0.0009
2019-02-09,ABBV,2019-02-22,81.50,Call,0.56,0.63,0.2043,0.3004,0.1092,-0.0412,0.0543,0.0089
2019-02-16,EIX,2019-03-15,70.00,Put,9.10,10.10,0.2394,-1.0000,0.0003,0.0000,0.0000,0.0000
2019-02-09,ABBV,2019-02-22,81.50,Put,2.31,2.42,0.2057,-0.7032,0.1106,-0.0366,0.0544,-0.0167
2019-02-16,EIX,2019-04-18,52.50,Call,8.60,9.50,0.4233,0.8331,0.0263,-0.0261,0.0608,0.0509
2019-02-09,ABBV,2019-02-22,83.00,Call,0.24,0.29,0.2027,0.1617,0.0775,-0.0286,0.0382,0.0048
2019-02-16,EIX,2019-04-18,52.50,Put,0.70,1.00,0.3696,-0.1649,0.0276,-0.0177,0.0619,-0.0165
2019-02-09,ABBV,2019-02-22,83.00,Put,3.45,3.65,0.2069,-0.8409,0.0797,-0.0247,0.0391,-0.0167
2019-02-16,EIX,2019-04-18,55.00,Call,6.40,7.20,0.3688,0.7751,0.0361,-0.0269,0.0726,0.0504
2019-02-16,EIX,2019-04-18,55.00,Put,1.00,1.35,0.3296,-0.2331,0.0382,-0.0193,0.0741,-0.0229
2019-02-09,ABBV,2019-02-22,85.00,Call,0.07,0.09,0.2057,0.0590,0.0366,-0.0138,0.0183,0.0018
2019-02-16,EIX,2019-04-18,57.50,Call,4.20,5.00,0.3075,0.6923,0.0506,-0.0262,0.0841,0.0481
2019-02-09,ABBV,2019-02-22,85.00,Put,5.25,5.55,0.2254,-0.9328,0.0432,-0.0135,0.0209,-0.0133
2019-02-16,EIX,2019-04-18,57.50,Put,1.55,1.80,0.2921,-0.3330,0.0514,-0.0200,0.0887,-0.0318
2019-02-09,ABBV,2019-02-22,87.50,Call,0.00,0.04,0.2146,0.0144,0.0109,-0.0044,0.0057,0.0004
2019-02-16,EIX,2019-04-18,60.00,Call,2.40,3.00,0.2588,0.5574,0.0671,-0.0243,0.0951,0.0418
2019-02-09,ABBV,2019-02-22,87.50,Put,7.60,8.35,0.2218,-0.9981,0.0089,0.0000,0.0018,0.0000
2019-02-16,EIX,2019-04-18,60.00,Put,2.35,2.70,0.2648,-0.4730,0.0623,-0.0192,0.0973,-0.0437
2019-02-09,ABBV,2019-02-22,91.50,Call,0.00,0.03,0.2146,0.0006,0.0006,-0.0002,0.0003,0.0000
2019-02-16,EIX,2019-04-18,62.50,Call,1.15,1.70,0.2377,0.3815,0.0693,-0.0208,0.0918,0.0310
2019-02-09,ABBV,2019-02-22,91.50,Put,11.60,12.10,0.2218,-1.0000,0.0000,0.0000,0.0000,0.0000
2019-02-16,EIX,2019-04-18,62.50,Put,3.60,4.20,0.2544,-0.6300,0.0618,-0.0167,0.0918,-0.0561
2019-02-16,EIX,2019-04-18,65.00,Call,0.65,1.00,0.2483,0.2448,0.0537,-0.0173,0.0783,0.0212
2019-02-09,ABBV,2019-03-08,70.00,Call,9.00,10.55,0.3152,0.9393,0.0173,-0.0195,0.0265,0.0497
2019-02-16,EIX,2019-04-18,65.00,Put,5.20,6.10,0.2440,-0.7740,0.0517,-0.0114,0.0736,-0.0663
2019-02-09,ABBV,2019-03-08,70.00,Put,0.15,0.33,0.3152,-0.0607,0.0173,-0.0146,0.0265,-0.0039
2019-02-16,EIX,2019-04-18,67.50,Call,0.20,0.60,0.2299,0.1210,0.0365,-0.0100,0.0505,0.0112
2019-02-09,ABBV,2019-03-08,71.50,Call,7.70,8.90,0.3152,0.9042,0.0245,-0.0256,0.0375,0.0486
2019-02-16,EIX,2019-04-18,67.50,Put,7.10,8.30,0.2299,-0.8888,0.0349,-0.0047,0.0478,-0.0731
2019-02-09,ABBV,2019-03-08,71.50,Put,0.21,0.46,0.3152,-0.0958,0.0245,-0.0206,0.0371,-0.0057
2019-02-09,ABBV,2019-03-08,74.00,Call,5.90,6.40,0.2429,0.8771,0.0380,-0.0239,0.0449,0.0489
2019-02-16,EIX,2019-04-18,70.00,Call,0.00,0.50,0.2299,0.0587,0.0210,-0.0057,0.0297,0.0056
2019-02-09,ABBV,2019-03-08,74.00,Put,0.39,0.54,0.2697,-0.1465,0.0388,-0.0237,0.0526,-0.0086
2019-02-16,EIX,2019-04-18,70.00,Put,9.50,11.40,0.2299,-0.9479,0.0198,-0.0003,0.0271,-0.0769
2019-02-09,ABBV,2019-03-08,76.50,Call,4.10,4.60,0.2696,0.7282,0.0558,-0.0390,0.0732,0.0412
2019-02-16,EL,2019-03-15,130.00,Call,24.90,25.40,0.2566,0.9984,0.0006,-0.0103,0.0025,0.0392
2019-02-09,ABBV,2019-03-08,76.50,Put,0.80,1.14,0.2606,-0.2668,0.0576,-0.0325,0.0731,-0.0152
2019-02-09,ABBV,2019-03-08,78.00,Call,3.00,3.20,0.2370,0.6500,0.0708,-0.0380,0.0817,0.0373
2019-02-16,EL,2019-03-15,130.00,Put,0.00,0.15,0.2884,-0.0127,0.0027,-0.0071,0.0141,-0.0016
2019-02-09,ABBV,2019-03-08,78.00,Put,1.26,1.45,0.2457,-0.3559,0.0695,-0.0344,0.0819,-0.0199
2019-02-16,EL,2019-03-15,140.00,Call,15.10,15.50,0.2475,0.9494,0.0118,-0.0326,0.0446,0.0556
2019-02-09,ABBV,2019-03-08,80.00,Call,1.84,2.04,0.2299,0.4991,0.0786,-0.0388,0.0880,0.0290
2019-02-09,ABBV,2019-03-08,80.00,Put,2.07,2.34,0.2388,-0.5033,0.0769,-0.0352,0.0881,-0.0268
2019-02-16,EL,2019-03-15,140.00,Put,0.35,0.50,0.2665,-0.0796,0.0130,-0.0295,0.0652,-0.0091
2019-02-09,ABBV,2019-03-08,81.50,Call,1.17,1.46,0.2297,0.3842,0.0754,-0.0366,0.0843,0.0225
2019-02-16,EL,2019-03-15,145.00,Call,10.50,10.90,0.2332,0.8674,0.0241,-0.0514,0.0951,0.0674
2019-02-16,EL,2019-03-15,145.00,Put,0.75,0.90,0.2382,-0.1512,0.0231,-0.0413,0.1023,-0.0170
2019-02-09,ABBV,2019-03-08,81.50,Put,2.90,3.20,0.2350,-0.6177,0.0753,-0.0325,0.0841,-0.0311
2019-02-16,EL,2019-03-15,150.00,Call,6.50,6.80,0.2200,0.7176,0.0379,-0.0672,0.1475,0.0697
2019-02-09,ABBV,2019-03-08,83.00,Call,0.70,0.81,0.2164,0.2673,0.0689,-0.0295,0.0726,0.0158
2019-02-16,EL,2019-03-15,150.00,Put,1.65,1.90,0.2205,-0.2908,0.0367,-0.0552,0.1497,-0.0316
2019-02-16,EL,2019-03-15,155.00,Call,3.30,3.50,0.2023,0.5071,0.0469,-0.0680,0.1706,0.0557
2019-02-09,ABBV,2019-03-08,83.00,Put,3.85,4.30,0.2332,-0.7232,0.0675,-0.0276,0.0731,-0.0335
2019-02-16,EL,2019-03-15,155.00,Put,3.50,3.80,0.2088,-0.4977,0.0454,-0.0592,0.1706,-0.0509
2019-02-09,ABBV,2019-03-08,85.00,Call,0.31,0.48,0.2203,0.1589,0.0498,-0.0219,0.0534,0.0094
2019-02-09,ABBV,2019-03-08,85.00,Put,5.20,6.15,0.2337,-0.8364,0.0517,-0.0195,0.0566,-0.0326
2019-02-09,ABBV,2019-03-08,87.50,Call,0.11,0.24,0.2206,0.0705,0.0277,-0.0121,0.0298,0.0042
2019-02-16,EL,2019-03-15,160.00,Call,1.35,1.55,0.1967,0.2840,0.0405,-0.0542,0.1434,0.0327
2019-02-09,ABBV,2019-03-08,87.50,Put,7.50,8.95,0.3092,-0.8567,0.0355,-0.0242,0.0521,-0.0344
2019-02-16,EL,2019-03-15,160.00,Put,6.50,6.80,0.1994,-0.7207,0.0408,-0.0450,0.1427,-0.0647
2019-02-09,ABBV,2019-03-08,91.50,Call,0.00,1.48,0.2244,0.0152,0.0077,-0.0035,0.0084,0.0009
2019-02-16,EL,2019-03-15,165.00,Call,0.40,0.50,0.1880,0.1165,0.0244,-0.0295,0.0857,0.0136
2019-02-16,EL,2019-03-15,165.00,Put,10.50,10.90,0.1939,-0.8867,0.0250,-0.0206,0.0856,-0.0649
2019-02-09,ABBV,2019-03-08,91.50,Put,9.85,14.00,0.3170,-0.9465,0.0194,-0.0108,0.0249,-0.0244
2019-02-16,EL,2019-03-15,170.00,Call,0.10,0.20,0.1981,0.0473,0.0116,-0.0154,0.0422,0.0055
2019-02-09,ABBV,2019-03-29,72.00,Call,8.15,8.60,0.2533,0.8801,0.0271,-0.0195,0.0583,0.0828
2019-02-16,EL,2019-03-15,170.00,Put,15.20,15.60,0.1981,-0.9628,0.0109,-0.0027,0.0381,-0.0590
2019-02-09,ABBV,2019-03-29,72.00,Put,0.57,0.69,0.2812,-0.1430,0.0277,-0.0182,0.0680,-0.0147
2019-02-16,EL,2019-03-15,175.00,Call,0.00,0.15,0.2271,0.0279,0.0066,-0.0114,0.0274,0.0032
2019-02-09,ABBV,2019-03-29,74.00,Call,6.10,7.10,0.2360,0.8258,0.0373,-0.0223,0.0750,0.0794
2019-02-16,EL,2019-03-15,175.00,Put,20.20,20.50,0.2271,-0.9797,0.0058,0.0000,0.0230,-0.0579
2019-02-09,ABBV,2019-03-29,74.00,Put,0.86,1.20,0.2802,-0.2114,0.0357,-0.0231,0.0851,-0.0215
2019-02-16,EL,2019-04-18,130.00,Call,25.40,26.00,0.2976,0.9358,0.0067,-0.0279,0.0793,0.1986
2019-02-09,ABBV,2019-03-29,76.50,Call,4.75,5.00,0.2487,0.7019,0.0478,-0.0293,0.1012,0.0684
2019-02-16,EL,2019-04-18,130.00,Put,0.40,0.60,0.2908,-0.0601,0.0065,-0.0173,0.0761,-0.0152
2019-02-09,ABBV,2019-03-29,76.50,Put,1.44,1.86,0.2685,-0.3113,0.0456,-0.0267,0.1024,-0.0310
2019-02-16,EL,2019-04-18,140.00,Call,16.20,16.50,0.2457,0.8601,0.0143,-0.0367,0.1406,0.1947
2019-02-09,ABBV,2019-03-29,78.00,Call,3.65,4.05,0.2411,0.6269,0.0538,-0.0305,0.1105,0.0618
2019-02-16,EL,2019-04-18,140.00,Put,1.15,1.35,0.2516,-0.1458,0.0145,-0.0283,0.1465,-0.0360
2019-02-09,ABBV,2019-03-29,78.00,Put,1.92,2.13,0.2503,-0.3794,0.0528,-0.0265,0.1106,-0.0368
2019-02-09,ABBV,2019-03-29,79.50,Call,2.83,3.10,0.2358,0.5432,0.0577,-0.0307,0.1157,0.0541
2019-02-16,EL,2019-04-18,145.00,Call,12.10,12.50,0.2389,0.7732,0.0200,-0.0451,0.1914,0.1796
2019-02-09,ABBV,2019-03-29,79.50,Put,2.40,2.78,0.2402,-0.4614,0.0577,-0.0261,0.1157,-0.0433
2019-02-16,EL,2019-04-18,145.00,Put,1.90,2.10,0.2337,-0.2243,0.0205,-0.0340,0.1916,-0.0542
2019-02-09,ABBV,2019-03-29,81.50,Call,1.79,2.09,0.2248,0.4238,0.0597,-0.0285,0.1143,0.0427
2019-02-16,EL,2019-04-18,150.00,Call,8.40,8.70,0.2236,0.6638,0.0259,-0.0492,0.2292,0.1579
2019-02-09,ABBV,2019-03-29,81.50,Put,3.55,3.85,0.2407,-0.5754,0.0573,-0.0253,0.1144,-0.0513
2019-02-16,EL,2019-04-18,150.00,Put,3.20,3.40,0.2219,-0.3387,0.0265,-0.0387,0.2298,-0.0791
2019-02-09,ABBV,2019-03-29,83.00,Call,1.33,1.53,0.2261,0.3405,0.0556,-0.0265,0.1070,0.0345
2019-02-16,EL,2019-04-18,155.00,Call,5.30,5.60,0.2111,0.5248,0.0300,-0.0492,0.2516,0.1273
2019-02-09,ABBV,2019-03-29,83.00,Put,4.45,4.80,0.2365,-0.6600,0.0552,-0.0228,0.1077,-0.0554
2019-02-16,EL,2019-04-18,155.00,Put,5.10,5.40,0.2114,-0.4814,0.0306,-0.0390,0.2512,-0.1060
2019-02-09,ABBV,2019-03-29,85.00,Call,0.81,0.96,0.2236,0.2398,0.0476,-0.0220,0.0906,0.0244
2019-02-16,EL,2019-04-18,160.00,Call,3.00,3.30,0.2021,0.3731,0.0298,-0.0437,0.2370,0.0920
2019-02-09,ABBV,2019-03-29,85.00,Put,5.85,6.40,0.2394,-0.7552,0.0479,-0.0192,0.0907,-0.0574
2019-02-09,ABBV,2019-03-29,86.00,Call,0.62,0.91,0.2327,0.2079,0.0422,-0.0210,0.0836,0.0212
2019-02-16,EL,2019-04-18,160.00,Put,7.90,8.20,0.2056,-0.6350,0.0304,-0.0344,0.2363,-0.1265
2019-02-16,EL,2019-04-18,165.00,Call,1.60,1.75,0.1975,0.2378,0.0248,-0.0342,0.1954,0.0586
2019-02-09,ABBV,2019-03-29,86.00,Put,6.65,7.20,0.2394,-0.7979,0.0438,-0.0168,0.0833,-0.0566
2019-02-16,EL,2019-04-18,165.00,Put,11.30,11.80,0.1978,-0.7800,0.0262,-0.0241,0.1902,-0.1289
2019-02-09,ABC,2019-02-22,71.50,Call,10.90,14.40,0.3242,0.9996,0.0004,-0.0054,0.0003,0.0116
2019-02-16,EL,2019-04-18,170.00,Call,0.75,0.90,0.1954,0.1366,0.0177,-0.0236,0.1382,0.0339
2019-02-09,ABC,2019-02-22,71.50,Put,0.00,0.15,0.3242,-0.0051,0.0028,-0.0028,0.0024,-0.0002
2019-02-16,EL,2019-04-18,170.00,Put,15.60,16.00,0.1973,-0.8854,0.0189,-0.0131,0.1251,-0.1113
2019-02-09,ABC,2019-02-22,76.00,Call,8.00,9.80,0.3242,0.9747,0.0146,-0.0199,0.0086,0.0129
2019-02-09,ABC,2019-02-22,76.00,Put,0.00,0.25,0.3242,-0.0540,0.0206,-0.0206,0.0180,-0.0018
2019-02-16,EL,2019-04-18,180.00,Call,0.10,0.25,0.2479,0.0795,0.0094,-0.0198,0.0934,0.0196
2019-02-09,ABC,2019-02-22,78.50,Call,4.70,7.70,0.3752,0.8627,0.0425,-0.0624,0.0367,0.0158
2019-02-16,EL,2019-04-18,180.00,Put,25.10,26.00,0.2479,-0.9425,0.0096,-0.0069,0.0775,-0.0974
2019-02-09,ABC,2019-02-22,78.50,Put,0.25,0.40,0.3090,-0.1255,0.0407,-0.0367,0.0339,-0.0042
2019-02-09,ABC,2019-02-22,81.00,Call,3.00,3.90,0.1886,0.9038,0.0721,-0.0298,0.0253,0.0139
2019-02-16,EMN,2019-03-15,70.00,Call,12.60,13.10,0.2675,0.9921,0.0037,-0.0071,0.0055,0.0487
2019-02-09,ABC,2019-02-22,81.00,Put,0.55,0.80,0.2769,-0.2436,0.0693,-0.0497,0.0516,-0.0074
2019-02-16,EMN,2019-03-15,70.00,Put,0.00,0.15,0.2555,-0.0103,0.0047,-0.0028,0.0062,-0.0007
2019-02-09,ABC,2019-02-22,82.50,Call,2.45,2.70,0.2552,0.6816,0.0981,-0.0654,0.0570,0.0151
2019-02-16,EMN,2019-03-15,75.00,Call,7.80,8.30,0.2675,0.9242,0.0243,-0.0207,0.0333,0.0482
2019-02-09,ABC,2019-02-22,82.50,Put,0.95,1.20,0.2639,-0.3557,0.0866,-0.0560,0.0608,-0.0105
2019-02-16,EMN,2019-03-15,75.00,Put,0.20,0.30,0.2555,-0.0899,0.0280,-0.0164,0.0382,-0.0056
2019-02-09,ABC,2019-02-22,85.00,Call,1.00,1.25,0.2369,0.4184,0.1073,-0.0605,0.0640,0.0115
2019-02-16,EMN,2019-03-15,77.50,Call,5.40,5.90,0.2214,0.8777,0.0417,-0.0235,0.0462,0.0473
2019-02-09,ABC,2019-02-22,85.00,Put,2.00,2.35,0.2446,-0.5918,0.0979,-0.0529,0.0641,-0.0163
2019-02-16,EMN,2019-03-15,77.50,Put,0.45,0.55,0.2337,-0.1706,0.0480,-0.0232,0.0597,-0.0106
2019-02-09,ABC,2019-02-22,86.00,Call,0.65,0.85,0.2327,0.3151,0.0969,-0.0524,0.0578,0.0091
2019-02-16,EMN,2019-03-15,80.00,Call,3.50,3.80,0.2186,0.7358,0.0681,-0.0340,0.0731,0.0405
2019-02-09,ABC,2019-02-22,86.00,Put,2.65,2.95,0.2395,-0.6883,0.0915,-0.0464,0.0574,-0.0180
2019-02-16,EMN,2019-03-15,80.00,Put,1.00,1.10,0.2203,-0.3143,0.0713,-0.0301,0.0799,-0.0196
2019-02-09,ABC,2019-02-22,87.50,Call,0.30,0.45,0.2283,0.1868,0.0728,-0.0377,0.0442,0.0057
2019-02-16,EMN,2019-03-15,82.50,Call,1.85,2.05,0.2010,0.5423,0.0899,-0.0365,0.0889,0.0305
2019-02-09,ABC,2019-02-22,87.50,Put,3.70,4.10,0.2292,-0.8186,0.0723,-0.0315,0.0436,-0.0192
2019-02-16,EMN,2019-03-15,82.50,Put,1.90,2.10,0.2057,-0.5111,0.0858,-0.0305,0.0909,-0.0318
2019-02-09,ABC,2019-02-22,90.00,Call,0.00,0.15,0.2450,0.0784,0.0364,-0.0215,0.0240,0.0025
2019-02-16,EMN,2019-03-15,85.00,Call,0.85,0.95,0.1981,0.3233,0.0824,-0.0316,0.0812,0.0185
2019-02-09,ABC,2019-02-22,90.00,Put,4.60,7.10,0.2507,-0.9226,0.0371,-0.0167,0.0247,-0.0188
2019-02-09,ABC,2019-02-22,92.50,Call,0.00,0.15,0.2881,0.0462,0.0205,-0.0166,0.0159,0.0015
2019-02-16,EMN,2019-03-15,85.00,Put,3.40,3.70,0.2013,-0.7146,0.0747,-0.0236,0.0766,-0.0447
2019-02-09,ABC,2019-02-22,92.50,Put,6.50,10.80,0.2909,-0.9573,0.0203,-0.0104,0.0163,-0.0183
2019-02-16,EMN,2019-03-15,87.50,Call,0.25,0.35,0.1879,0.1434,0.0546,-0.0186,0.0528,0.0083
2019-02-09,ABC,2019-02-22,95.00,Call,0.00,0.15,0.3311,0.0309,0.0128,-0.0137,0.0115,0.0010
2019-02-16,EMN,2019-03-15,87.50,Put,5.40,5.70,0.1978,-0.8665,0.0482,-0.0121,0.0499,-0.0548
2019-02-09,ABC,2019-02-22,95.00,Put,10.80,11.40,0.3311,-0.9734,0.0122,-0.0064,0.0112,-0.0181
2019-02-16,EMN,2019-03-15,90.00,Call,0.05,0.15,0.1756,0.0403,0.0223,-0.0066,0.0212,0.0024
2019-02-09,ABC,2019-03-08,71.50,Call,10.50,15.10,0.3128,0.9936,0.0043,-0.0090,0.0040,0.0132
2019-02-16,EMN,2019-03-15,90.00,Put,7.60,8.00,0.1756,-0.9674,0.0183,0.0000,0.0183,-0.0620
2019-02-09,ABC,2019-03-08,71.50,Put,0.10,0.30,0.3237,-0.0320,0.0095,-0.0094,0.0167,-0.0021
2019-02-16,EMN,2019-03-15,95.00,Call,0.00,0.05,0.2255,0.0125,0.0064,-0.0031,0.0084,0.0007
2019-02-09,ABC,2019-03-08,76.00,Call,6.50,10.40,0.2802,0.9411,0.0264,-0.0249,0.0262,0.0236
2019-02-16,EMN,2019-03-15,95.00,Put,12.40,13.00,0.2255,-0.9892,0.0056,0.0000,0.0075,-0.0667
2019-02-09,ABC,2019-03-08,76.00,Put,0.35,0.55,0.3203,-0.1183,0.0267,-0.0257,0.0480,-0.0074
2019-02-16,EMR,2019-03-01,58.00,Call,10.20,11.10,0.2231,0.9999,0.0001,-0.0040,0.0000,0.0222
2019-02-09,ABC,2019-03-08,78.50,Call,4.90,7.40,0.2610,0.8613,0.0470,-0.0355,0.0523,0.0349
2019-02-16,EMR,2019-03-01,58.00,Put,0.00,0.15,0.2231,-0.0001,0.0001,0.0000,0.0000,0.0000
2019-02-09,ABC,2019-03-08,78.50,Put,0.65,0.90,0.3000,-0.1932,0.0396,-0.0332,0.0661,-0.0119
2019-02-16,EMR,2019-03-01,61.00,Call,7.20,7.60,0.2231,0.9958,0.0042,-0.0055,0.0017,0.0232
2019-02-09,ABC,2019-03-08,81.00,Call,4.10,4.60,0.2763,0.7057,0.0575,-0.0462,0.0798,0.0384
2019-02-16,EMR,2019-03-01,61.00,Put,0.00,0.10,0.2231,-0.0042,0.0042,-0.0013,0.0017,-0.0001
2019-02-09,ABC,2019-03-08,81.00,Put,1.10,1.55,0.2820,-0.3041,0.0538,-0.0394,0.0814,-0.0183
2019-02-16,EMR,2019-03-01,64.00,Call,4.30,4.70,0.2231,0.9377,0.0411,-0.0172,0.0164,0.0228
2019-02-09,ABC,2019-03-08,82.50,Call,3.10,3.50,0.2646,0.6179,0.0639,-0.0466,0.0880,0.0362
2019-02-16,EMR,2019-03-01,64.00,Put,0.05,0.15,0.2231,-0.0623,0.0411,-0.0128,0.0164,-0.0017
2019-02-09,ABC,2019-03-08,82.50,Put,1.55,1.95,0.2665,-0.3867,0.0624,-0.0404,0.0886,-0.0227
2019-02-16,EMR,2019-03-01,66.00,Call,2.55,2.80,0.2110,0.8097,0.0963,-0.0310,0.0363,0.0202
2019-02-09,ABC,2019-03-08,84.50,Call,1.95,2.35,0.2536,0.4855,0.0683,-0.0451,0.0931,0.0296
2019-02-16,EMR,2019-03-01,66.00,Put,0.20,0.30,0.1962,-0.1739,0.0984,-0.0234,0.0358,-0.0043
2019-02-09,ABC,2019-03-08,84.50,Put,2.35,2.85,0.2550,-0.5178,0.0684,-0.0396,0.0929,-0.0290
2019-02-16,EMR,2019-03-01,67.00,Call,1.70,1.90,0.1818,0.7220,0.1379,-0.0324,0.0449,0.0182
2019-02-09,ABC,2019-03-08,85.50,Call,1.50,2.05,0.2586,0.4211,0.0654,-0.0445,0.0913,0.0259
2019-02-16,EMR,2019-03-01,67.00,Put,0.35,0.45,0.1756,-0.2726,0.1425,-0.0268,0.0448,-0.0065
2019-02-09,ABC,2019-03-08,85.50,Put,2.90,3.30,0.2461,-0.5885,0.0694,-0.0369,0.0910,-0.0319
2019-02-16,EMR,2019-03-01,68.00,Call,1.05,1.15,0.1691,0.5726,0.1735,-0.0343,0.0525,0.0146
2019-02-09,ABC,2019-03-08,87.50,Call,0.75,1.00,0.2292,0.2749,0.0628,-0.0334,0.0780,0.0172
2019-02-16,EMR,2019-03-01,68.00,Put,0.65,0.75,0.1636,-0.4280,0.1814,-0.0290,0.0524,-0.0098
2019-02-09,ABC,2019-03-08,87.50,Put,4.00,5.90,0.3071,-0.6699,0.0519,-0.0429,0.0858,-0.0357
2019-02-16,EMR,2019-03-01,70.00,Call,0.20,0.30,0.1515,0.2186,0.1456,-0.0224,0.0395,0.0056
