date,act_symbol,expiration,strike,call_put,bid,ask,vol,delta,gamma,theta,vega,rho
2019-02-09,ABC,2019-03-08,90.00,Call,0.30,0.45,0.2248,0.1439,0.0434,-0.0220,0.0527,0.0090
2019-02-16,EMR,2019-03-01,70.00,Put,1.75,1.95,0.1416,-0.8080,0.1544,-0.0159,0.0374,-0.0136
2019-02-09,ABC,2019-03-08,90.00,Put,5.50,6.70,0.1582,-0.9567,0.0322,-0.0017,0.0233,-0.0224
2019-02-16,EMR,2019-03-01,71.00,Call,0.00,0.15,0.1515,0.1047,0.0896,-0.0136,0.0243,0.0027
2019-02-09,ABC,2019-03-08,92.50,Call,0.00,0.30,0.2248,0.0664,0.0247,-0.0124,0.0300,0.0042
2019-02-16,EMR,2019-03-01,71.00,Put,2.60,2.85,0.1416,-0.9271,0.0917,-0.0072,0.0199,-0.0098
2019-02-09,ABC,2019-03-08,92.50,Put,6.50,10.80,0.1582,-0.9954,0.0055,0.0000,0.0040,-0.0161
2019-02-16,EMR,2019-03-01,73.00,Call,0.00,0.10,0.1515,0.0142,0.0178,-0.0027,0.0048,0.0004
2019-02-09,ABC,2019-03-08,95.00,Call,0.00,0.50,0.2248,0.0267,0.0118,-0.0059,0.0143,0.0017
2019-02-16,EMR,2019-03-01,73.00,Put,4.50,4.80,0.1416,-1.0000,0.0000,0.0000,0.0000,0.0000
2019-02-09,ABC,2019-03-08,95.00,Put,9.30,12.50,0.1582,-0.9999,0.0002,0.0000,0.0002,-0.0155
2019-02-16,EMR,2019-03-01,75.00,Call,0.00,0.10,0.1515,0.0010,0.0016,-0.0002,0.0004,0.0000
2019-02-09,ABC,2019-03-29,79.50,Call,6.00,6.40,0.2809,0.7293,0.0385,-0.0333,0.1005,0.0740
2019-02-16,EMR,2019-03-01,75.00,Put,6.50,7.00,0.1416,-1.0000,0.0000,0.0000,0.0000,0.0000
2019-02-09,ABC,2019-03-29,79.50,Put,1.35,1.70,0.2814,-0.2726,0.0388,-0.0279,0.1009,-0.0289
2019-02-09,ABC,2019-03-29,81.00,Call,4.80,5.30,0.2663,0.6725,0.0443,-0.0340,0.1116,0.0692
2019-02-16,EMR,2019-03-15,57.50,Call,10.80,11.40,0.2564,0.9936,0.0037,-0.0055,0.0034,0.0436
2019-02-09,ABC,2019-03-29,81.00,Put,1.75,2.10,0.2714,-0.3322,0.0440,-0.0291,0.1118,-0.0347
2019-02-16,EMR,2019-03-15,57.50,Put,0.00,0.10,0.2564,-0.0064,0.0037,-0.0015,0.0034,-0.0003
2019-02-09,ABC,2019-03-29,82.50,Call,3.90,4.30,0.2619,0.6030,0.0481,-0.0351,0.1192,0.0627
2019-02-16,EMR,2019-03-15,62.50,Call,6.00,6.30,0.2564,0.9058,0.0346,-0.0184,0.0317,0.0427
2019-02-09,ABC,2019-03-29,82.50,Put,2.25,2.60,0.2626,-0.4003,0.0486,-0.0297,0.1192,-0.0408
2019-02-16,EMR,2019-03-15,62.50,Put,0.10,0.20,0.2564,-0.0942,0.0348,-0.0142,0.0319,-0.0047
2019-02-09,ABC,2019-03-29,84.50,Call,2.75,3.10,0.2499,0.5029,0.0522,-0.0342,0.1229,0.0530
2019-02-16,EMR,2019-03-15,65.00,Call,3.70,3.90,0.2034,0.8276,0.0664,-0.0212,0.0483,0.0404
2019-02-09,ABC,2019-03-29,84.50,Put,3.10,3.50,0.2545,-0.5011,0.0520,-0.0293,0.1227,-0.0492
2019-02-16,EMR,2019-03-15,65.00,Put,0.35,0.40,0.2051,-0.1749,0.0669,-0.0171,0.0498,-0.0086
2019-02-16,EMR,2019-03-15,67.50,Call,1.85,2.00,0.1877,0.6151,0.1077,-0.0270,0.0722,0.0307
2019-02-09,ABC,2019-03-29,86.00,Call,2.05,2.35,0.2429,0.4234,0.0527,-0.0323,0.1213,0.0450
2019-02-16,EMR,2019-03-15,67.50,Put,0.90,1.00,0.1818,-0.3849,0.1127,-0.0219,0.0721,-0.0178
2019-02-09,ABC,2019-03-29,86.00,Put,3.80,4.30,0.2452,-0.5818,0.0533,-0.0271,0.1206,-0.0546
2019-02-16,EMR,2019-03-15,70.00,Call,0.55,0.65,0.1605,0.3139,0.1169,-0.0207,0.0670,0.0160
2019-02-09,ABC,2019-03-29,87.50,Call,1.45,1.90,0.2430,0.3492,0.0497,-0.0303,0.1149,0.0374
2019-02-16,EMR,2019-03-15,70.00,Put,2.10,2.25,0.1601,-0.6964,0.1211,-0.0164,0.0660,-0.0266
2019-02-16,EMR,2019-03-15,72.50,Call,0.05,0.15,0.1605,0.1011,0.0583,-0.0101,0.0334,0.0052
2019-02-09,ABC,2019-03-29,87.50,Put,4.80,5.40,0.2517,-0.6523,0.0495,-0.0260,0.1136,-0.0587
2019-02-16,EMR,2019-03-15,72.50,Put,4.10,4.40,0.1601,-0.9209,0.0640,-0.0059,0.0295,-0.0187
2019-02-09,ABC,2019-03-29,90.00,Call,0.65,1.10,0.2279,0.2246,0.0429,-0.0228,0.0912,0.0244
2019-02-16,EMR,2019-03-15,75.00,Call,0.00,0.05,0.1605,0.0207,0.0165,-0.0028,0.0094,0.0011
2019-02-09,ABC,2019-03-29,90.00,Put,6.40,7.10,0.2309,-0.7850,0.0446,-0.0177,0.0889,-0.0595
2019-02-16,EMR,2019-03-15,75.00,Put,6.50,6.80,0.1601,-1.0000,0.0000,0.0000,0.0000,0.0000
2019-02-09,ABC,2019-03-29,92.50,Call,0.35,0.50,0.2199,0.1300,0.0313,-0.0153,0.0650,0.0141
2019-02-16,EMR,2019-03-15,77.50,Call,0.00,0.05,0.1605,0.0027,0.0028,-0.0005,0.0016,0.0001
2019-02-09,ABC,2019-03-29,92.50,Put,7.70,10.60,0.2702,-0.8290,0.0336,-0.0180,0.0801,-0.0603
2019-02-16,EMR,2019-03-15,77.50,Put,9.00,9.60,0.1601,-1.0000,0.0000,0.0000,0.0000,0.0000
2019-02-09,ABC,2019-03-29,93.50,Call,0.25,0.40,0.2201,0.1041,0.0267,-0.0131,0.0555,0.0113
2019-02-09,ABC,2019-03-29,93.50,Put,8.30,11.60,0.2606,-0.8685,0.0304,-0.0140,0.0661,-0.0559
2019-02-16,EMR,2019-03-29,60.00,Call,8.40,8.80,0.2407,0.9522,0.0179,-0.0106,0.0230,0.0649
2019-02-09,ABMD,2019-02-15,290.00,Call,49.10,52.80,0.5091,0.9906,0.0010,-0.0634,0.0119,0.0549
2019-02-16,EMR,2019-03-29,60.00,Put,0.10,0.20,0.2407,-0.0478,0.0179,-0.0064,0.0230,-0.0039
2019-02-09,ABMD,2019-02-15,290.00,Put,0.10,0.65,0.5091,-0.0094,0.0010,-0.0431,0.0119,-0.0006
2019-02-16,EMR,2019-03-29,61.00,Call,7.30,7.90,0.2151,0.9484,0.0212,-0.0103,0.0245,0.0657
2019-02-09,ABMD,2019-02-15,310.00,Call,29.50,33.20,0.5091,0.9198,0.0062,-0.2758,0.0704,0.0539
2019-02-16,EMR,2019-03-29,61.00,Put,0.15,0.25,0.2458,-0.0755,0.0251,-0.0093,0.0336,-0.0057
2019-02-09,ABMD,2019-02-15,310.00,Put,0.65,1.15,0.5091,-0.0802,0.0062,-0.2541,0.0704,-0.0054
2019-02-09,ABMD,2019-02-15,320.00,Call,20.10,23.60,0.3223,0.9295,0.0089,-0.1676,0.0638,0.0566
2019-02-16,EMR,2019-03-29,64.00,Call,4.80,5.10,0.2148,0.8344,0.0500,-0.0184,0.0576,0.0598
2019-02-09,ABMD,2019-02-15,320.00,Put,1.10,2.05,0.4481,-0.1413,0.0106,-0.3366,0.1042,-0.0090
2019-02-16,EMR,2019-03-29,64.00,Put,0.40,0.50,0.2141,-0.1655,0.0506,-0.0140,0.0601,-0.0122
2019-02-09,ABMD,2019-02-15,330.00,Call,13.10,15.20,0.3808,0.7484,0.0177,-0.4269,0.1506,0.0462
2019-02-16,EMR,2019-03-29,66.00,Call,3.20,3.40,0.1957,0.7244,0.0737,-0.0213,0.0774,0.0531
2019-02-09,ABMD,2019-02-15,330.00,Put,2.40,4.00,0.4082,-0.2649,0.0171,-0.4473,0.1585,-0.0165
2019-02-16,EMR,2019-03-29,66.00,Put,0.75,0.85,0.1954,-0.2774,0.0749,-0.0169,0.0780,-0.0198
2019-02-09,ABMD,2019-02-15,340.00,Call,6.50,7.80,0.3425,0.5434,0.0245,-0.4711,0.1873,0.0341
2019-02-09,ABMD,2019-02-15,340.00,Put,5.30,7.10,0.3644,-0.4588,0.0232,-0.4800,0.1878,-0.0274
2019-02-16,EMR,2019-03-29,67.00,Call,2.45,2.65,0.1851,0.6505,0.0864,-0.0218,0.0857,0.0481
2019-02-09,ABMD,2019-02-15,350.00,Call,2.45,3.30,0.3284,0.2994,0.0224,-0.3921,0.1640,0.0190
2019-02-16,EMR,2019-03-29,67.00,Put,1.05,1.15,0.1907,-0.3562,0.0857,-0.0181,0.0875,-0.0248
2019-02-09,ABMD,2019-02-15,350.00,Put,10.60,14.00,0.3753,-0.6768,0.0205,-0.4428,0.1729,-0.0378
2019-02-16,EMR,2019-03-29,68.00,Call,1.90,2.00,0.1829,0.5603,0.0931,-0.0225,0.0913,0.0417
2019-02-09,ABMD,2019-02-15,370.00,Call,0.00,0.60,0.3203,0.0364,0.0053,-0.0872,0.0377,0.0023
2019-02-16,EMR,2019-03-29,68.00,Put,1.40,1.50,0.1824,-0.4446,0.0954,-0.0181,0.0916,-0.0299
2019-02-09,ABMD,2019-02-15,370.00,Put,27.80,31.40,0.3705,-0.9431,0.0070,-0.1293,0.0565,-0.0340
2019-02-16,EMR,2019-03-29,70.00,Call,0.90,1.00,0.1695,0.3649,0.0957,-0.0193,0.0870,0.0276
2019-02-09,ABMD,2019-02-15,380.00,Call,0.05,0.45,0.3203,0.0083,0.0015,-0.0247,0.0107,0.0005
2019-02-16,EMR,2019-03-29,70.00,Put,2.40,2.60,0.1737,-0.6417,0.0971,-0.0155,0.0860,-0.0383
2019-02-16,EMR,2019-03-29,71.00,Call,0.55,0.65,0.1629,0.2680,0.0874,-0.0160,0.0763,0.0204
2019-02-09,ABMD,2019-02-15,380.00,Put,37.50,41.20,0.3705,-0.9862,0.0028,-0.0356,0.0187,-0.0171
2019-02-16,EMR,2019-03-29,71.00,Put,3.00,3.30,0.1663,-0.7421,0.0906,-0.0123,0.0760,-0.0392
2019-02-09,ABMD,2019-02-15,390.00,Call,0.00,0.30,0.3203,0.0014,0.0003,-0.0051,0.0022,0.0001
2019-02-16,EMR,2019-03-29,73.00,Call,0.15,0.25,0.1540,0.1171,0.0551,-0.0089,0.0455,0.0090
2019-02-16,EMR,2019-03-29,73.00,Put,4.60,4.90,0.1499,-0.9205,0.0617,-0.0041,0.0366,-0.0241
2019-02-09,ABMD,2019-02-15,390.00,Put,47.50,51.20,0.3705,-1.0000,0.0001,0.0000,0.0000,0.0000
2019-02-16,EMR,2019-03-29,75.00,Call,0.00,0.10,0.1540,0.0439,0.0261,-0.0042,0.0215,0.0034
2019-02-09,ABMD,2019-03-15,290.00,Call,51.70,55.20,0.3925,0.9222,0.0035,-0.1047,0.1538,0.2501
2019-02-16,EMR,2019-03-29,75.00,Put,6.30,6.90,0.1499,-1.0000,0.0083,0.0000,0.0016,0.0000
2019-02-09,ABMD,2019-03-15,290.00,Put,2.05,3.30,0.4575,-0.1080,0.0039,-0.1260,0.1956,-0.0354
2019-02-16,EOG,2019-03-01,85.00,Call,14.25,15.90,0.3537,0.9925,0.0030,-0.0109,0.0041,0.0323
2019-02-09,ABMD,2019-03-15,310.00,Call,34.30,37.40,0.3650,0.8232,0.0067,-0.1603,0.2740,0.2346
2019-02-16,EOG,2019-03-01,85.00,Put,0.00,0.45,0.4255,-0.0210,0.0060,-0.0149,0.0099,-0.0008
2019-02-09,ABMD,2019-03-15,310.00,Put,3.90,5.30,0.3903,-0.1910,0.0066,-0.1566,0.2976,-0.0610
2019-02-16,EOG,2019-03-01,90.00,Call,10.05,10.95,0.3537,0.9459,0.0158,-0.0331,0.0216,0.0323
2019-02-09,ABMD,2019-03-15,320.00,Call,27.50,29.60,0.3700,0.7387,0.0083,-0.1974,0.3434,0.2140
2019-02-09,ABMD,2019-03-15,320.00,Put,6.30,7.60,0.3805,-0.2668,0.0082,-0.1833,0.3463,-0.0845
2019-02-16,EOG,2019-03-01,90.00,Put,0.30,0.41,0.4255,-0.0888,0.0193,-0.0474,0.0316,-0.0035
2019-02-09,ABMD,2019-03-15,330.00,Call,20.70,22.10,0.3533,0.6490,0.0099,-0.2119,0.3915,0.1916
2019-02-16,EOG,2019-03-01,93.00,Call,7.40,8.05,0.3349,0.8834,0.0298,-0.0516,0.0385,0.0310
2019-02-09,ABMD,2019-03-15,330.00,Put,9.20,10.70,0.3669,-0.3560,0.0097,-0.1992,0.3985,-0.1101
2019-02-09,ABMD,2019-03-15,340.00,Call,14.70,16.20,0.3432,0.5437,0.0109,-0.2175,0.4187,0.1628
2019-02-16,EOG,2019-03-01,93.00,Put,0.47,0.68,0.3804,-0.1450,0.0305,-0.0598,0.0447,-0.0058
2019-02-09,ABMD,2019-03-15,340.00,Put,12.90,15.00,0.3546,-0.4585,0.0107,-0.2029,0.4189,-0.1384
2019-02-16,EOG,2019-03-01,96.00,Call,5.30,6.05,0.3944,0.7298,0.0427,-0.0962,0.0649,0.0259
2019-02-09,ABMD,2019-03-15,350.00,Call,9.90,11.10,0.3313,0.4314,0.0112,-0.2063,0.4150,0.1309
2019-02-16,EOG,2019-03-01,96.00,Put,1.04,1.25,0.3648,-0.2562,0.0452,-0.0810,0.0640,-0.0094
2019-02-09,ABMD,2019-03-15,350.00,Put,18.00,20.30,0.3464,-0.5671,0.0109,-0.1940,0.4142,-0.1646
2019-02-16,EOG,2019-03-01,98.00,Call,3.65,4.10,0.3273,0.6559,0.0573,-0.0888,0.0722,0.0237
2019-02-09,ABMD,2019-03-15,370.00,Call,3.80,4.60,0.3178,0.2267,0.0090,-0.1497,0.3180,0.0701
2019-02-16,EOG,2019-03-01,98.00,Put,1.60,1.79,0.3492,-0.3526,0.0545,-0.0890,0.0725,-0.0127
2019-02-09,ABMD,2019-03-15,370.00,Put,30.80,34.80,0.3345,-0.7668,0.0090,-0.1400,0.3303,-0.1929
2019-02-16,EOG,2019-03-01,100.00,Call,2.69,3.10,0.3478,0.5338,0.0582,-0.1005,0.0780,0.0194
2019-02-09,ABMD,2019-03-15,380.00,Call,2.10,2.95,0.3159,0.1521,0.0071,-0.1157,0.2485,0.0473
2019-02-16,EOG,2019-03-01,100.00,Put,2.31,2.84,0.3501,-0.4674,0.0583,-0.0950,0.0781,-0.0164
2019-02-16,EOG,2019-03-01,102.00,Call,1.73,2.05,0.3337,0.4139,0.0595,-0.0939,0.0765,0.0152
2019-02-16,EOG,2019-03-01,102.00,Put,3.40,3.85,0.3431,-0.5849,0.0585,-0.0905,0.0767,-0.0198
2019-02-16,EOG,2019-03-01,104.00,Call,1.02,1.23,0.3192,0.2943,0.0550,-0.0791,0.0676,0.0109
2019-02-16,EOG,2019-03-01,104.00,Put,4.55,5.25,0.3354,-0.6983,0.0538,-0.0781,0.0688,-0.0223
2019-02-09,ABMD,2019-03-15,380.00,Put,39.20,43.00,0.3342,-0.8412,0.0073,-0.1073,0.2530,-0.1886
2019-02-16,EOG,2019-03-01,107.00,Call,0.42,0.70,0.3292,0.1676,0.0388,-0.0590,0.0492,0.0062
2019-02-09,ABMD,2019-03-15,390.00,Call,1.15,1.80,0.3156,0.0977,0.0052,-0.0845,0.1822,0.0305
2019-02-16,EOG,2019-03-01,107.00,Put,6.95,7.65,0.3433,-0.8258,0.0393,-0.0576,0.0514,-0.0235
2019-02-09,ABMD,2019-03-15,390.00,Put,48.30,52.00,0.3424,-0.8920,0.0057,-0.0816,0.1981,-0.1745
2019-02-16,EOG,2019-03-01,110.00,Call,0.14,0.23,0.3115,0.0700,0.0220,-0.0298,0.0264,0.0026
2019-02-09,ABT,2019-02-22,62.50,Call,10.65,11.00,0.2751,0.9987,0.0011,-0.0050,0.0006,0.0239
2019-02-09,ABT,2019-02-22,62.50,Put,0.00,0.03,0.2751,-0.0013,0.0011,-0.0006,0.0006,0.0000
2019-02-16,EOG,2019-03-01,110.00,Put,9.50,10.55,0.3645,-0.9000,0.0260,-0.0406,0.0366,-0.0220
2019-02-09,ABT,2019-02-22,66.00,Call,7.20,7.50,0.2751,0.9773,0.0137,-0.0121,0.0077,0.0246
2019-02-16,EOG,2019-03-01,115.00,Call,0.00,0.12,0.3115,0.0137,0.0057,-0.0078,0.0069,0.0005
2019-02-09,ABT,2019-02-22,66.00,Put,0.00,0.07,0.2751,-0.0227,0.0137,-0.0075,0.0077,-0.0007
2019-02-16,EOG,2019-03-01,115.00,Put,14.40,15.45,0.3645,-0.9776,0.0102,-0.0109,0.0114,-0.0115
2019-02-16,EOG,2019-03-15,85.00,Call,15.10,15.95,0.3298,0.9696,0.0075,-0.0169,0.0191,0.0625
2019-02-09,ABT,2019-02-22,68.00,Call,5.25,5.55,0.2572,0.9386,0.0329,-0.0204,0.0174,0.0243
2019-02-16,EOG,2019-03-15,85.00,Put,0.22,0.36,0.3990,-0.0585,0.0106,-0.0227,0.0324,-0.0047
2019-02-09,ABT,2019-02-22,68.00,Put,0.07,0.13,0.2572,-0.0614,0.0329,-0.0157,0.0174,-0.0018
2019-02-16,EOG,2019-03-15,90.00,Call,10.90,11.25,0.3611,0.8746,0.0206,-0.0422,0.0572,0.0587
2019-02-09,ABT,2019-02-22,70.50,Call,3.00,3.20,0.1938,0.8604,0.0798,-0.0263,0.0319,0.0230
2019-02-09,ABT,2019-02-22,70.50,Put,0.25,0.31,0.2168,-0.1658,0.0804,-0.0270,0.0366,-0.0044
2019-02-16,EOG,2019-03-15,90.00,Put,0.65,0.77,0.3707,-0.1311,0.0208,-0.0383,0.0591,-0.0099
2019-02-09,ABT,2019-02-22,72.00,Call,1.83,2.00,0.1891,0.7052,0.1271,-0.0369,0.0495,0.0191
2019-02-16,EOG,2019-03-15,92.50,Call,8.80,9.15,0.3533,0.8137,0.0274,-0.0520,0.0744,0.0556
2019-02-09,ABT,2019-02-22,72.00,Put,0.47,0.61,0.1937,-0.3001,0.1260,-0.0333,0.0507,-0.0077
2019-02-16,EOG,2019-03-15,92.50,Put,0.91,1.09,0.3463,-0.1824,0.0277,-0.0444,0.0728,-0.0136
2019-02-09,ABT,2019-02-22,73.50,Call,0.89,0.99,0.1724,0.4909,0.1611,-0.0377,0.0573,0.0134
2019-02-16,EOG,2019-03-15,95.00,Call,6.75,7.40,0.3484,0.7344,0.0339,-0.0613,0.0910,0.0510
2019-02-09,ABT,2019-02-22,73.50,Put,1.02,1.16,0.1804,-0.5112,0.1561,-0.0347,0.0573,-0.0123
2019-02-16,EOG,2019-03-15,95.00,Put,1.52,1.65,0.3414,-0.2627,0.0347,-0.0537,0.0915,-0.0193
2019-02-16,EOG,2019-03-15,97.50,Call,5.00,5.30,0.3198,0.6481,0.0418,-0.0630,0.1030,0.0458
2019-02-09,ABT,2019-02-22,75.00,Call,0.31,0.38,0.1614,0.2527,0.1379,-0.0277,0.0459,0.0070
2019-02-09,ABT,2019-02-22,75.00,Put,1.86,2.10,0.1669,-0.7472,0.1388,-0.0245,0.0470,-0.0152
2019-02-16,EOG,2019-03-15,97.50,Put,2.21,2.37,0.3266,-0.3553,0.0415,-0.0583,0.1032,-0.0255
2019-02-09,ABT,2019-02-22,76.50,Call,0.07,0.12,0.1570,0.0917,0.0731,-0.0137,0.0236,0.0025
2019-02-16,EOG,2019-03-15,100.00,Call,3.55,3.80,0.3125,0.5376,0.0458,-0.0650,0.1102,0.0385
2019-02-09,ABT,2019-02-22,76.50,Put,3.15,3.40,0.1802,-0.8868,0.0825,-0.0150,0.0291,-0.0137
2019-02-16,EOG,2019-03-15,100.00,Put,3.25,3.40,0.3195,-0.4645,0.0453,-0.0602,0.1102,-0.0325
2019-02-09,ABT,2019-02-22,78.50,Call,0.00,0.03,0.1570,0.0150,0.0168,-0.0031,0.0054,0.0004
2019-02-09,ABT,2019-02-22,78.50,Put,5.05,5.40,0.1802,-0.9884,0.0301,-0.0018,0.0056,-0.0025
2019-02-16,EOG,2019-03-15,105.00,Call,1.56,1.66,0.3017,0.3122,0.0423,-0.0550,0.0982,0.0227
2019-02-09,ABT,2019-02-22,80.00,Call,0.00,0.03,0.1570,0.0027,0.0037,-0.0007,0.0012,0.0001
2019-02-16,EOG,2019-03-15,105.00,Put,6.00,6.50,0.3079,-0.6883,0.0424,-0.0501,0.0977,-0.0433
2019-02-09,ABT,2019-02-22,80.00,Put,6.40,6.95,0.1802,-1.0000,0.0000,0.0000,0.0000,0.0000
2019-02-16,EOG,2019-03-15,110.00,Call,0.47,0.56,0.2857,0.1334,0.0272,-0.0314,0.0598,0.0099
2019-02-09,ABT,2019-03-08,63.00,Call,8.55,11.55,0.2784,0.9790,0.0089,-0.0094,0.0102,0.0470
2019-02-16,EOG,2019-03-15,110.00,Put,9.95,10.60,0.3118,-0.8517,0.0285,-0.0316,0.0658,-0.0437
2019-02-09,ABT,2019-03-08,63.00,Put,0.00,0.41,0.2784,-0.0210,0.0089,-0.0050,0.0102,-0.0012
2019-02-16,EOG,2019-03-15,115.00,Call,0.00,0.22,0.2857,0.0472,0.0124,-0.0143,0.0273,0.0035
2019-02-09,ABT,2019-03-08,66.00,Call,6.80,7.95,0.2639,0.9338,0.0240,-0.0166,0.0261,0.0467
2019-02-16,EOG,2019-03-15,115.00,Put,14.30,15.45,0.3118,-0.9486,0.0153,-0.0129,0.0309,-0.0299
2019-02-09,ABT,2019-03-08,66.00,Put,0.15,0.56,0.2639,-0.0661,0.0240,-0.0120,0.0267,-0.0036
2019-02-09,ABT,2019-03-08,68.00,Call,5.40,5.85,0.2061,0.9170,0.0365,-0.0157,0.0310,0.0473
2019-02-16,EOG,2019-04-18,85.00,Call,15.90,16.65,0.3432,0.9014,0.0126,-0.0256,0.0722,0.1138
2019-02-09,ABT,2019-03-08,68.00,Put,0.13,0.33,0.2061,-0.0829,0.0367,-0.0110,0.0331,-0.0044
2019-02-16,EOG,2019-04-18,85.00,Put,0.89,1.01,0.3706,-0.1191,0.0132,-0.0239,0.0835,-0.0204
2019-02-09,ABT,2019-03-08,70.50,Call,3.40,3.65,0.2053,0.7749,0.0720,-0.0261,0.0609,0.0409
2019-02-16,EOG,2019-04-18,90.00,Call,11.70,12.45,0.3344,0.8145,0.0198,-0.0354,0.1115,0.1077
2019-02-16,EOG,2019-04-18,90.00,Put,1.64,1.82,0.3508,-0.2009,0.0197,-0.0316,0.1138,-0.0345
2019-02-09,ABT,2019-03-08,70.50,Put,0.55,0.69,0.2148,-0.2356,0.0711,-0.0229,0.0630,-0.0123
2019-02-16,EOG,2019-04-18,92.50,Call,9.75,10.50,0.3267,0.7595,0.0236,-0.0393,0.1301,0.1027
2019-02-09,ABT,2019-03-08,72.00,Call,2.28,2.50,0.1926,0.6578,0.0939,-0.0289,0.0746,0.0352
2019-02-16,EOG,2019-04-18,92.50,Put,2.15,2.43,0.3411,-0.2543,0.0231,-0.0349,0.1320,-0.0437
2019-02-09,ABT,2019-03-08,72.00,Put,0.94,1.26,0.2159,-0.3583,0.0862,-0.0277,0.0765,-0.0182
2019-02-16,EOG,2019-04-18,95.00,Call,8.15,8.55,0.3211,0.6946,0.0271,-0.0426,0.1456,0.0956
2019-02-09,ABT,2019-03-08,73.50,Call,1.34,1.56,0.1806,0.5071,0.1088,-0.0286,0.0810,0.0274
2019-02-16,EOG,2019-04-18,95.00,Put,2.90,3.15,0.3343,-0.3170,0.0262,-0.0376,0.1472,-0.0545
2019-02-09,ABT,2019-03-08,73.50,Put,1.45,1.74,0.1937,-0.4962,0.1032,-0.0259,0.0810,-0.0238
2019-02-16,EOG,2019-04-18,97.50,Call,6.80,6.90,0.3221,0.6210,0.0293,-0.0456,0.1568,0.0870
2019-02-09,ABT,2019-03-08,75.00,Call,0.73,0.88,0.1760,0.3455,0.1031,-0.0252,0.0749,0.0188
2019-02-16,EOG,2019-04-18,97.50,Put,3.65,4.05,0.3229,-0.3855,0.0291,-0.0386,0.1576,-0.0661
2019-02-09,ABT,2019-03-08,75.00,Put,2.32,2.58,0.1895,-0.6499,0.0995,-0.0228,0.0745,-0.0285
2019-02-16,EOG,2019-04-18,100.00,Call,5.15,5.45,0.3081,0.5450,0.0319,-0.0450,0.1617,0.0775
2019-02-09,ABT,2019-03-08,76.50,Call,0.32,0.44,0.1696,0.2016,0.0817,-0.0183,0.0571,0.0110
2019-02-16,EOG,2019-04-18,100.00,Put,4.70,5.10,0.3147,-0.4611,0.0311,-0.0385,0.1623,-0.0789
2019-02-09,ABT,2019-03-08,76.50,Put,3.40,3.75,0.1936,-0.7767,0.0808,-0.0181,0.0622,-0.0298
2019-02-16,EOG,2019-04-18,105.00,Call,3.00,3.20,0.3004,0.3864,0.0315,-0.0415,0.1589,0.0566
2019-02-09,ABT,2019-03-08,78.50,Call,0.07,0.39,0.1706,0.0843,0.0446,-0.0100,0.0314,0.0046
2019-02-16,EOG,2019-04-18,105.00,Put,7.45,8.00,0.3082,-0.6147,0.0306,-0.0348,0.1583,-0.1035
2019-02-09,ABT,2019-03-08,78.50,Put,4.65,5.85,0.1928,-0.9039,0.0523,-0.0093,0.0357,-0.0240
2019-02-16,EOG,2019-04-18,110.00,Call,1.55,1.66,0.2906,0.2426,0.0266,-0.0324,0.1328,0.0366
2019-02-09,ABT,2019-03-08,80.00,Call,0.00,0.12,0.1706,0.0378,0.0237,-0.0053,0.0167,0.0021
2019-02-16,EOG,2019-04-18,110.00,Put,11.00,11.60,0.3051,-0.7492,0.0259,-0.0269,0.1314,-0.1173
2019-02-09,ABT,2019-03-08,80.00,Put,6.00,7.90,0.1928,-0.9633,0.0337,-0.0038,0.0177,-0.0130
2019-02-16,EOG,2019-04-18,115.00,Call,0.68,0.84,0.2849,0.1356,0.0188,-0.0219,0.0942,0.0209
